市場,代號,公司簡稱,公告日期,異動情形,新任者,舊任者,生效日期,異動原因,公告來源
上櫃,6179,亞通,99/10/22,辭職,劉家樺,黃淑玲,99/10/22,個人生涯規劃請辭,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6179"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3317,尼克森,99/10/21,辭職,林佩萱,陳彥妙,99/10/21,原任稽核主管因個人生涯規劃離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3317"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,2838,聯邦銀,99/10/21,退休,康國寶,張燕傑,俟行政院金融監督管理委員會核准後生效,第7屆第13次董事會會議決議?任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2838"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
公開發行,4145,KY繁葵,99/10/19,新任,施麗芬,無,99/10/19,新設內部稽核主管一職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4145"", ""TYPEK"": ""pub"", ""year"": ""2010""}"
上櫃,1591,駿吉-KY,99/10/18,新任,徐雅惠,無,99/10/18,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1591"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6160,欣技,99/10/15,新任,林秀玲,鄭慧敏,99/10/15,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6160"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
公開發行,5854,合庫,99/10/15,職務調整,吳大維,何坤堂,俟行政院金融監督管理委員會核准後生效,職務調整,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5854"", ""TYPEK"": ""pub"", ""year"": ""2010""}"
上市,1718,中纖,99/10/14,職務調整,蔡來香,江巍峰,99/10/14,公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1718"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,4923,力士,99/10/13,新任,吳志宏,林婷媚,99/10/13,董事會正式任命。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4923"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3490,單井,99/10/13,職務調整,段翔昇,劉琪全,99/10/13,因公司內部職務需要，原稽核劉琪全小姐轉任會計人員，另聘任段翔昇先生擔任稽核人員乙職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3490"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,8927,北基,99/10/12,辭職,黃盟凱,吳璟宜,99/10/12,公司內部職務調動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8927"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,3150,鈺寶-創,99/10/12,職務調整,莊笠笛,林宛螢,2010/10/11,業務需求,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3150"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3276,宇環,99/10/08,職務調整,呂金榮,王惠萍,99/10/11,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3276"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,2230,泰茂,99/10/08,辭職,楊欣瑜,莊文毓,99/09/29,莊文毓君因個人生涯規劃，於9月29日離職；新任稽核主管由楊欣瑜君擔任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2230"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,5516,雙喜,99/10/05,職務調整,林佳惠,戴佳貞,991101,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5516"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,4923,力士,99/10/05,辭職,,林婷媚,99/10/05,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4923"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,1516,川飛,99/10/04,辭職,,李麗華,99/10/04,職涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1516"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,6236,中湛,99/10/01,職務調整,谷曉宙,陳明宗,99/10/01,因應公司業務需要,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6236"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
興櫃,3603,建祥國際,99/10/01,新任,劉素英,劉素英,99/10/01,新任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3603"", ""TYPEK"": ""rotc"", ""year"": ""2010""}"
公開發行,8115,帝聞,99/09/30,辭職,胡榮凱,龍海甦,99/09/30,因個人生涯規劃離職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8115"", ""TYPEK"": ""pub"", ""year"": ""2010""}"
上市,8011,台通,99/09/30,新任,鄭全斌,林意旻,99/09/30,本公司增加稽核成員，以提升稽核品質並強化公司治理。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8011"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,6175,立敦,99/09/30,辭職,林淑芬,柯淑雯,99/09/30,因個人生涯規劃離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6175"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,4950,金耘國際,99/09/30,辭職,王宜貞,宋佳玲,99/09/30,因個人生涯規劃辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4950"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,4916,事欣科,99/09/30,職務調整,房晉廷,房世豪,99/09/30,更名,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4916"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3531,先益,99/09/30,辭職,遺缺待補,陳慧青,99/10/01,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3531"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,2230,泰茂,99/09/30,辭職,楊欣瑜,莊文毓,99/09/29,莊文毓君因個人生涯規劃，於9月29日離職；新任稽核主管由楊欣瑜君擔任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2230"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,1591,駿吉-KY,99/09/30,新任,徐雅惠,無,99/08/30,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1591"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,1737,臺鹽,99/09/28,職務調整,張紀莊,李左祐,99/11/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1737"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,8409,商之器,99/09/24,辭職,邱國維,郭庭妤,99/09/24,原任主管因個人生涯規劃離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8409"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
興櫃,3603,建祥國際,99/09/24,辭職,遺缺待補,劉素英,99/09/24,原任主管因個人生涯規劃離職,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3603"", ""TYPEK"": ""rotc"", ""year"": ""2010""}"
上市,1737,臺鹽,99/09/24,退休,張紀莊,李左祐,99/11/01,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1737"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,6195,詩肯,99/09/21,辭職,,楊昇旻,99/10/01,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6195"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6292,迅德,99/09/17,辭職,簡靖,陳怡靜,99/09/20,原職缺由內部調任。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6292"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6240,松崗,99/09/17,辭職,,謝麗華,99/09/17,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6240"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3236,千如,99/09/16,職務調整,黎維萍,邱美燕,99/09/16,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3236"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,5301,寶得利,99/09/13,離職,王家平,劉淑鈺,99/09/13,劉淑鈺襄理因個人生涯規劃辭職，由廠長王家平暫代稽核主管，新任稽核主管待近期董事會開會任命，再另行公告之,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5301"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,4120,友華 代：友霖生技,99/09/13,新任,彭子晏,無,99/09/13,因應業務需要新聘任一內部稽核主管,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4120"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,8066,來思達,99/09/10,原任者離職或職務調整,陳湘芸,魏滄松,99/09/10,原任者離職或職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8066"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,3416,融程電,99/09/10,辭職,,鄭全斌,99/09/10,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3416"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,3004,豐達科,99/09/10,辭職,暫缺,蔡岳君,99/09/10,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3004"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,4961,天鈺,99/09/09,辭職,遺缺待補,張協源,99/09/09,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4961"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,1319,東陽,99/09/07,職務調整,許安隆,凌淑真,99/09/07,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1319"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3115,富榮綱,99/09/06,辭職,,陳世杰,99/09/06,因個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3115"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6194,育富,99/09/01,新任,彭明瑜,無,99/08/26,董事會決議委任。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6194"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6160,欣技,99/08/31,辭職,鄭慧敏,郭志佳,99/08/31,個人生涯,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6160"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,4931,新盛力,99/08/31,新任,陳祖華,-,99/08/31,董事會通過任用。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4931"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3580,友威科,99/08/31,新任,楊尚儒,游淑如,99/08/31,99/08/31董事會決議通過。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3580"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3226,龍鋒,99/08/31,職務調整,楊叔欣,梁健萍,99/8/30,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3226"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,3056,富華新,99/08/31,辭職,,邱俊二,99/08/31,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3056"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,8099,大世科,99/08/30,辭職,何振賢,朱柏蒼,99/08/30,"經董事會通過,原稽核主管朱柏蒼辭職,於99年8月30日改派何振賢接任.","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8099"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6246,臺龍,99/08/30,職務調整,陳惠娟,邱世謙,99/09/01,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6246"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,4306,炎洲,99/08/30,職務調整,劉學儒,吳昆泰,99/09/01,"集團人力資源整合,原任稽核主管調任行政處副處長","{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4306"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,2402,毅嘉,99/08/30,職務調整,陳怡茹,薛維中,99/08/30,公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2402"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,1806,冠軍,99/08/30,職務調整,陳錦蓮,羅鳳貞,99/08/30,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1806"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,1324,地球,99/08/30,職務調整,傅惠美,傅惠美,99/09/01,真除,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1324"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,8291,尚茂,99/08/27,新任,廖英貞,游佳文,99/08/27,董事會決議重新派任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8291"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,6508,惠光,99/08/27,職務調整,江信慶,林子雯,99/08/26,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6508"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,5314,世紀*,99/08/27,職務調整,陳秀鈴,楊靜慧,99/09/01,99/08/27董事會通過,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5314"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,5015,華祺,99/08/27,辭職,許嘉惠,林玲玲,99/09/01,人員職離董事會重新派任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5015"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,4951,精拓科,99/08/27,辭職,彭欣恬,羅欣欣,99/09/06,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4951"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,4746,台耀,99/08/27,辭職,周靜梅,許指寬,99/08/27,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4746"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,2637,慧洋-KY 代：Wisdom Marine Lines S.A.、慧洋國際企業股份有限公司、惠航船舶管理有限公司,99/08/27,新任,潘弘文,邱柔燁,99/08/27,邱柔燁先生調任管理部門,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2637"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,2438,翔耀,99/08/27,辭職,賴佳芳,劉靖華,99/06/01,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2438"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
公開發行,8134,泰山電子,99/08/26,辭職,蘇寶玲,楊小萍,,原任稽核主管楊小萍離職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8134"", ""TYPEK"": ""pub"", ""year"": ""2010""}"
上櫃,6266,泰詠,99/08/26,新任,溫姿雲,馬傑奎,99/08/26,馬傑奎因個人生涯規劃，於7月9日離職；新任稽核主管由溫姿雲擔任。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6266"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,6189,豐藝,99/08/26,職務調整,翁婷琪,邱慧玲,99/08/26,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6189"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,4949,有成精密,99/08/26,職務調整,陳丹荔,詹益杰,99/08/26,本公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4949"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3379,彬台,99/08/26,職務調整,陳正博,周騰鵬,99/09/01,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3379"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,2836,高雄銀,99/08/26,新任,盧泰揚,劉興地,99/10/01,本行董事會稽核處15等總稽核劉興地業經本行第十屆董事會第13次會議決議通過自本（99）年10月1日屆齡退休生效（前經99年8月2日發佈重大訊息），所遺職務經本行第十屆董事會第8次臨時會議審議通過由該處14等副總稽核盧泰揚自本（99）年10月1日升任。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2836"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
公開發行,2823,凱基人壽,99/08/26,職務調整,林麗娟,張修豪,俟行政院金融監督管理委員會核准後生效,人事異動,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2823"", ""TYPEK"": ""pub"", ""year"": ""2010""}"
上市,6191,精成科,99/08/25,職務調整,李菁玲,邱潮天,99/09/01,職務調整董事會重新派任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6191"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3629,地心引力,99/08/25,新任,張建強,張協源,99/08/23,新任內部稽核主管就任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3629"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,2608,嘉里大榮,99/08/25,職務調整,盧俊仁,林松竹,99/08/26,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2608"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,9949,琉園,99/08/24,資遣,呂麗華,羅琇瑩,99/08/24,"因個人生涯規劃及家庭因素,無法繼續擔任稽核工作","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9949"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,9949,琉園,99/08/24,新任,呂麗華,羅琇瑩,99/08/24,"原稽核因個人生涯規劃及家庭因素,無法繼續擔任稽核工作,由呂麗華經理轉任稽核主管","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9949"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,3593,力銘,99/08/24,新任,鄭淑方,不適用,99/08/24,董事會決議通過,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3593"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,3054,立萬利,99/08/24,辭職,,張韻舒,99/08/24,個人生涯規劃因素考量。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3054"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,2511,太子,99/08/24,職務調整,翁坤仁,王俊賢,99/09/01,董事會決議重新派任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2511"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,3629,地心引力,99/08/23,新任,張建強,張協源,99/08/23,新任內部稽核主管就任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3629"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,2880,華南金 代：華南銀行,99/08/23,退休,鍾孟雄,湯天文,依移交日期為準,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2880"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,1795,美時,99/08/23,新任,鄭閔穗,許鳳容,99/08/23,原內部稽核主管許鳳容因個人生涯規劃，辭任本公司內部稽核主管一職。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1795"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,4741,泓瀚,99/08/20,新任,莊艾婷,莊艾婷,99/08/20,99/08/20董事會通過內部稽核主管聘任案,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4741"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上櫃,3623,富晶通,99/08/20,新任,謝淑華,陳淑真,99/08/20,董事會通過任用之。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3623"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,1538,正峰,99/08/20,辭職,溫錦釧,李孟哲,99/09/01,因個人生涯規劃申請離職。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1538"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上櫃,5344,立衛,99/08/17,職務調整,姚煌榮,彭智偉,99/08/17,因內部職務調整，新任稽核主管於今日董事會通過任命,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5344"", ""TYPEK"": ""otc"", ""year"": ""2010""}"
上市,2880,華南金 代：華南期貨,99/08/17,新任,黃書樟,羅長武,99/08/17,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2880"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,3704,合勤控,99/08/16,新任,王思曼,不適用,99/08/16,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3704"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
上市,3704,合勤控 代：合勤科技(股)公司,99/08/16,解任,陳韋儒,王思曼,99/08/16,合勤科技(股)公司以股份轉換方式新設合勤投資控股(股)公司，於股份轉換基準日民國99年8月16日起成為合勤投資控股(股)公司百分之百持股之子公司，基於集團結構調整之考量，擬解除資深經理王思曼擔任稽核主管之職務，並由稽核室管理師陳韋儒小姐暫代，代理期間由董事會同意通過後起至合勤科技(股)公司撤銷公開發行日止。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3704"", ""TYPEK"": ""sii"", ""year"": ""2010""}"
